,Aspergillus_fumigatus,24h,"ENSG00000264868",-1.09595511815552,0.00427321482039092,"CTB-167B5.2"
,Aspergillus_fumigatus,24h,"ENSG00000265787",-1.09303798965548,0.0000651186763470893,"CYP4F35P"
,Aspergillus_fumigatus,24h,"ENSG00000267194",-1.14977492928968,0.0000680137129956403,"RP1-193H18.2"
,Aspergillus_fumigatus,24h,"ENSG00000268316",-1.33395790556588,0.00420188516522843,"AC006272.2"
,Aspergillus_fumigatus,24h,"ENSG00000268581",1.16013261432294,0.00499104059485852,"SIGLEC18P"
,Aspergillus_fumigatus,24h,"ENSG00000269899",1.23537048593074,0.000703251242698251,"RP11-589N15.2"
,Aspergillus_fumigatus,24h,"ENSG00000270069",1.37985263396827,2.89259913008101e-07,"RP6-99M1.2"
,Aspergillus_fumigatus,24h,"ENSG00000270107",1.90607101801297,2.84196886358642e-07,"CTD-2306M10.1"
,Aspergillus_fumigatus,4h,"ENSG00000001617",1.17956368721867,9.44249038744576e-19,"SEMA3F"
,Aspergillus_fumigatus,4h,"ENSG00000005020",-1.39894513242005,1.72371377570332e-28,"SKAP2"
